internalTaxonId,useCode,useName
199144,1,Food - human
199204,1,Food - human
199204,2,Food - animal
199212,3,Medicine - human & veterinary
199329,1,Food - human
199341,1,Food - human
169301584,15,Sport hunting/specimen collecting
16897,17,Other (free text)
180447870,17,Other (free text)
180528746,15,Sport hunting/specimen collecting
4825,17,Other (free text)
180528744,15,Sport hunting/specimen collecting
180447834,17,Other (free text)
166908,1,Food - human
188334,13,"Pets/display animals, horticulture"
188334,1,Food - human
188339,13,"Pets/display animals, horticulture"
188339,1,Food - human
188341,13,"Pets/display animals, horticulture"
188342,13,"Pets/display animals, horticulture"
188346,13,"Pets/display animals, horticulture"
188346,1,Food - human
188349,13,"Pets/display animals, horticulture"
188357,13,"Pets/display animals, horticulture"
188363,1,Food - human
188363,13,"Pets/display animals, horticulture"
188378,13,"Pets/display animals, horticulture"
188380,13,"Pets/display animals, horticulture"
188389,13,"Pets/display animals, horticulture"
188399,13,"Pets/display animals, horticulture"
188404,13,"Pets/display animals, horticulture"
188433,13,"Pets/display animals, horticulture"
188433,1,Food - human
188442,13,"Pets/display animals, horticulture"
188458,13,"Pets/display animals, horticulture"
188459,13,"Pets/display animals, horticulture"
188462,13,"Pets/display animals, horticulture"
188462,1,Food - human
188465,13,"Pets/display animals, horticulture"
188465,1,Food - human
188473,13,"Pets/display animals, horticulture"
188489,13,"Pets/display animals, horticulture"
188492,13,"Pets/display animals, horticulture"
188512,13,"Pets/display animals, horticulture"
188512,1,Food - human
188516,13,"Pets/display animals, horticulture"
188529,13,"Pets/display animals, horticulture"
188536,13,"Pets/display animals, horticulture"
188543,13,"Pets/display animals, horticulture"
188544,13,"Pets/display animals, horticulture"
188544,1,Food - human
188554,13,"Pets/display animals, horticulture"
188565,13,"Pets/display animals, horticulture"
188567,13,"Pets/display animals, horticulture"
188567,1,Food - human
188568,13,"Pets/display animals, horticulture"
188574,13,"Pets/display animals, horticulture"
188582,13,"Pets/display animals, horticulture"
188582,1,Food - human
188585,13,"Pets/display animals, horticulture"
188597,13,"Pets/display animals, horticulture"
188600,1,Food - human
188604,13,"Pets/display animals, horticulture"
188606,13,"Pets/display animals, horticulture"
188606,1,Food - human
188627,13,"Pets/display animals, horticulture"
188628,13,"Pets/display animals, horticulture"
193291,13,"Pets/display animals, horticulture"
193291,2,Food - animal
193297,13,"Pets/display animals, horticulture"
193299,13,"Pets/display animals, horticulture"
193299,1,Food - human
193305,13,"Pets/display animals, horticulture"
193305,1,Food - human
193308,2,Food - animal
193308,13,"Pets/display animals, horticulture"
193310,13,"Pets/display animals, horticulture"
193310,1,Food - human
199372,1,Food - human
193311,13,"Pets/display animals, horticulture"
193311,1,Food - human
193316,13,"Pets/display animals, horticulture"
193316,1,Food - human
193326,13,"Pets/display animals, horticulture"
193332,13,"Pets/display animals, horticulture"
193332,1,Food - human
193333,13,"Pets/display animals, horticulture"
193335,13,"Pets/display animals, horticulture"
193335,1,Food - human
193342,13,"Pets/display animals, horticulture"
193342,1,Food - human
193343,13,"Pets/display animals, horticulture"
193343,1,Food - human
193345,13,"Pets/display animals, horticulture"
193345,1,Food - human
193347,13,"Pets/display animals, horticulture"
193351,13,"Pets/display animals, horticulture"
193352,13,"Pets/display animals, horticulture"
193352,2,Food - animal
193363,13,"Pets/display animals, horticulture"
193366,13,"Pets/display animals, horticulture"
193373,13,"Pets/display animals, horticulture"
193393,13,"Pets/display animals, horticulture"
193393,1,Food - human
193397,13,"Pets/display animals, horticulture"
193399,13,"Pets/display animals, horticulture"
193401,13,"Pets/display animals, horticulture"
193401,1,Food - human
193587,1,Food - human
193587,13,"Pets/display animals, horticulture"
193629,13,"Pets/display animals, horticulture"
193629,1,Food - human
193639,13,"Pets/display animals, horticulture"
193639,1,Food - human
193643,13,"Pets/display animals, horticulture"
193643,1,Food - human
193651,1,Food - human
193651,13,"Pets/display animals, horticulture"
193651,2,Food - animal
193652,13,"Pets/display animals, horticulture"
193683,1,Food - human
193683,13,"Pets/display animals, horticulture"
193684,13,"Pets/display animals, horticulture"
193687,13,"Pets/display animals, horticulture"
193713,13,"Pets/display animals, horticulture"
193714,13,"Pets/display animals, horticulture"
193724,13,"Pets/display animals, horticulture"
193728,1,Food - human
193728,13,"Pets/display animals, horticulture"
193740,13,"Pets/display animals, horticulture"
193791,13,"Pets/display animals, horticulture"
193794,1,Food - human
193794,13,"Pets/display animals, horticulture"
193811,13,"Pets/display animals, horticulture"
193821,1,Food - human
193821,13,"Pets/display animals, horticulture"
194438,2,Food - animal
194438,1,Food - human
194443,1,Food - human
195791,1,Food - human
195817,1,Food - human
199017,13,"Pets/display animals, horticulture"
155236,1,Food - human
155215,1,Food - human
46076928,13,"Pets/display animals, horticulture"
46078918,1,Food - human
46079018,13,"Pets/display animals, horticulture"
46086416,13,"Pets/display animals, horticulture"
18156003,13,"Pets/display animals, horticulture"
49676740,13,"Pets/display animals, horticulture"
67968507,13,"Pets/display animals, horticulture"
67968659,13,"Pets/display animals, horticulture"
67968705,13,"Pets/display animals, horticulture"
67968922,13,"Pets/display animals, horticulture"
67968479,13,"Pets/display animals, horticulture"
67968571,13,"Pets/display animals, horticulture"
67970238,13,"Pets/display animals, horticulture"
39390,1,Food - human
39390,12,"Handicrafts, jewellery, etc."
69545310,1,Food - human
69545310,13,"Pets/display animals, horticulture"
69545322,1,Food - human
69545322,13,"Pets/display animals, horticulture"
69545347,13,"Pets/display animals, horticulture"
188595,13,"Pets/display animals, horticulture"
188595,1,Food - human
15987,18,Unknown
121975960,15,Sport hunting/specimen collecting
122057368,15,Sport hunting/specimen collecting
122060199,15,Sport hunting/specimen collecting
122060673,15,Sport hunting/specimen collecting
122525094,15,Sport hunting/specimen collecting
122526262,15,Sport hunting/specimen collecting
122527216,15,Sport hunting/specimen collecting
122542225,15,Sport hunting/specimen collecting
122545467,15,Sport hunting/specimen collecting
60134,2,Food - animal
22728182,1,Food - human
133594,13,"Pets/display animals, horticulture"
22680252,13,"Pets/display animals, horticulture"
22680252,1,Food - human
22680252,15,Sport hunting/specimen collecting
198373241,13,"Pets/display animals, horticulture"
67968687,13,"Pets/display animals, horticulture"
44782,1,Food - human
22680339,13,"Pets/display animals, horticulture"
22680339,1,Food - human
22680339,15,Sport hunting/specimen collecting
22679881,1,Food - human
22679881,15,Sport hunting/specimen collecting
214365942,13,"Pets/display animals, horticulture"
214366007,13,"Pets/display animals, horticulture"
214366046,13,"Pets/display animals, horticulture"
214366104,13,"Pets/display animals, horticulture"
214366412,13,"Pets/display animals, horticulture"
177945543,3,Medicine - human & veterinary
150283340,11,Other household goods
150283340,3,Medicine - human & veterinary
150283340,2,Food - animal
217821576,3,Medicine - human & veterinary
217821576,1,Food - human
189959447,1,Food - human
217821763,1,Food - human
217821702,1,Food - human
218582764,1,Food - human
218582764,3,Medicine - human & veterinary
219176408,13,"Pets/display animals, horticulture"
219273119,3,Medicine - human & veterinary
219273119,13,"Pets/display animals, horticulture"
177562,16,Establishing ex-situ production *
177562,13,"Pets/display animals, horticulture"
177562,1,Food - human
177562,10,"Wearing apparel, accessories"
79011543,9,Construction or structural materials
79011543,7,Fuels
79011543,3,Medicine - human & veterinary
92488656,1,Food - human
92488692,1,Food - human
4224,1,Food - human
136877,1,Food - human
181008073,12,"Handicrafts, jewellery, etc."
181008073,13,"Pets/display animals, horticulture"
181008073,15,Sport hunting/specimen collecting
147868050,2,Food - animal
123707530,8,Fibre
123707530,1,Food - human
123707530,13,"Pets/display animals, horticulture"
123707530,14,Research
123707530,3,Medicine - human & veterinary
123707530,6,Other chemicals
123707530,17,Other (free text)
123707530,11,Other household goods
123707530,12,"Handicrafts, jewellery, etc."
200533189,1,Food - human
200533189,2,Food - animal
200533189,3,Medicine - human & veterinary
147861752,12,"Handicrafts, jewellery, etc."
32641,3,Medicine - human & veterinary
128045978,13,"Pets/display animals, horticulture"
128046685,3,Medicine - human & veterinary
110689964,1,Food - human
110689964,3,Medicine - human & veterinary
110689964,13,"Pets/display animals, horticulture"
110710566,12,"Handicrafts, jewellery, etc."
110710566,13,"Pets/display animals, horticulture"
158178452,3,Medicine - human & veterinary
158178452,4,Poisons
180530097,15,Sport hunting/specimen collecting
180528619,15,Sport hunting/specimen collecting
21748,17,Other (free text)
192556654,1,Food - human
192556654,3,Medicine - human & veterinary
202108138,3,Medicine - human & veterinary
214701730,1,Food - human
214701730,8,Fibre
215416086,17,Other (free text)
147868716,13,"Pets/display animals, horticulture"
30386,7,Fuels
30386,9,Construction or structural materials
30386,1,Food - human
30386,2,Food - animal
30386,3,Medicine - human & veterinary
35164,11,Other household goods
35164,6,Other chemicals
128044164,6,Other chemicals
128046082,9,Construction or structural materials
62983,7,Fuels
62983,9,Construction or structural materials
19178633,6,Other chemicals
19178633,9,Construction or structural materials
19178633,3,Medicine - human & veterinary
19178633,7,Fuels
146436708,3,Medicine - human & veterinary
146436708,8,Fibre
215409768,1,Food - human
215416080,13,"Pets/display animals, horticulture"
215416080,3,Medicine - human & veterinary
215409536,1,Food - human
215409536,11,Other household goods
201359,3,Medicine - human & veterinary
34384,7,Fuels
128045355,3,Medicine - human & veterinary
61919311,3,Medicine - human & veterinary
61919311,9,Construction or structural materials
61919311,7,Fuels
122530534,15,Sport hunting/specimen collecting
173431835,3,Medicine - human & veterinary
180530209,15,Sport hunting/specimen collecting
180528733,15,Sport hunting/specimen collecting
198160684,1,Food - human
198160684,9,Construction or structural materials
215410196,11,Other household goods
215410196,6,Other chemicals
137469436,7,Fuels
137469436,9,Construction or structural materials
137469436,17,Other (free text)
137469436,6,Other chemicals
222733028,11,Other household goods
222733028,3,Medicine - human & veterinary
222733028,4,Poisons
222733028,12,"Handicrafts, jewellery, etc."
222733028,13,"Pets/display animals, horticulture"
61786470,1,Food - human
61786470,10,"Wearing apparel, accessories"
61786470,11,Other household goods
61786470,3,Medicine - human & veterinary
61786470,12,"Handicrafts, jewellery, etc."
61786470,13,"Pets/display animals, horticulture"
61786470,8,Fibre
61786470,9,Construction or structural materials
128045548,13,"Pets/display animals, horticulture"
128045548,11,Other household goods
128045548,16,Establishing ex-situ production *
128048544,2,Food - animal
128048544,7,Fuels
87719782,1,Food - human
87719782,13,"Pets/display animals, horticulture"
87719782,3,Medicine - human & veterinary
87719782,9,Construction or structural materials
110717812,4,Poisons
110717812,13,"Pets/display animals, horticulture"
155987140,1,Food - human
155987140,11,Other household goods
155987140,3,Medicine - human & veterinary
155987140,7,Fuels
155987140,9,Construction or structural materials
2039,2,Food - animal
2039,3,Medicine - human & veterinary
168298549,15,Sport hunting/specimen collecting
215409810,1,Food - human
215409810,8,Fibre
161794316,2,Food - animal
161794316,7,Fuels
161794316,1,Food - human
161794316,6,Other chemicals
161794316,3,Medicine - human & veterinary
137469064,17,Other (free text)
137469064,9,Construction or structural materials
137469064,6,Other chemicals
34394,6,Other chemicals
34401,11,Other household goods
128048575,1,Food - human
128048575,3,Medicine - human & veterinary
128048575,9,Construction or structural materials
128048676,4,Poisons
30539,7,Fuels
30539,9,Construction or structural materials
168298443,14,Research
168298443,13,"Pets/display animals, horticulture"
168298443,15,Sport hunting/specimen collecting
180528687,15,Sport hunting/specimen collecting
180530205,15,Sport hunting/specimen collecting
202123600,3,Medicine - human & veterinary
208180097,1,Food - human
208180097,3,Medicine - human & veterinary
208180097,11,Other household goods
208180097,7,Fuels
19181123,11,Other household goods
19181123,8,Fibre
19181123,2,Food - animal
19181123,7,Fuels
19181123,9,Construction or structural materials
173346710,2,Food - animal
173346710,3,Medicine - human & veterinary
146433736,1,Food - human
146433736,2,Food - animal
146433736,6,Other chemicals
146433736,13,"Pets/display animals, horticulture"
215409842,3,Medicine - human & veterinary
215409842,9,Construction or structural materials
158160200,3,Medicine - human & veterinary
34884,9,Construction or structural materials
34884,17,Other (free text)
34884,3,Medicine - human & veterinary
147868280,13,"Pets/display animals, horticulture"
62462,4,Poisons
128045051,9,Construction or structural materials
128045051,12,"Handicrafts, jewellery, etc."
60772886,12,"Handicrafts, jewellery, etc."
62019830,9,Construction or structural materials
62019830,3,Medicine - human & veterinary
62019830,12,"Handicrafts, jewellery, etc."
38244,9,Construction or structural materials
223091475,9,Construction or structural materials
98248633,17,Other (free text)
123707475,1,Food - human
123707475,3,Medicine - human & veterinary
123707475,12,"Handicrafts, jewellery, etc."
123707475,8,Fibre
123707475,14,Research
123707475,13,"Pets/display animals, horticulture"
123707475,17,Other (free text)
128045762,1,Food - human
128045762,3,Medicine - human & veterinary
173515,3,Medicine - human & veterinary
220542602,9,Construction or structural materials
122090475,1,Food - human
122090665,1,Food - human
159854,15,Sport hunting/specimen collecting
160298,14,Research
122090785,1,Food - human
122090798,1,Food - human
122090818,1,Food - human
34396,16,Establishing ex-situ production *
34396,17,Other (free text)
34396,2,Food - animal
157989,12,"Handicrafts, jewellery, etc."
157989,3,Medicine - human & veterinary
157989,7,Fuels
157989,2,Food - animal
128045190,7,Fuels
128045190,9,Construction or structural materials
128045190,12,"Handicrafts, jewellery, etc."
128045190,13,"Pets/display animals, horticulture"
128045190,3,Medicine - human & veterinary
128045478,11,Other household goods
128045478,3,Medicine - human & veterinary
128045478,1,Food - human
160349,15,Sport hunting/specimen collecting
122090234,1,Food - human
133268514,6,Other chemicals
170255367,1,Food - human
180528611,15,Sport hunting/specimen collecting
209447383,13,"Pets/display animals, horticulture"
81916633,13,"Pets/display animals, horticulture"
214366214,13,"Pets/display animals, horticulture"
217821439,1,Food - human
189959737,3,Medicine - human & veterinary
189959737,1,Food - human
64563567,12,"Handicrafts, jewellery, etc."
64563567,9,Construction or structural materials
110720490,13,"Pets/display animals, horticulture"
168300958,15,Sport hunting/specimen collecting
180530160,15,Sport hunting/specimen collecting
208171284,1,Food - human
208171284,11,Other household goods
208171284,3,Medicine - human & veterinary
208171284,7,Fuels
208171284,9,Construction or structural materials
84496730,9,Construction or structural materials
147865429,3,Medicine - human & veterinary
34397,11,Other household goods
111396209,7,Fuels
128048477,12,"Handicrafts, jewellery, etc."
128048477,17,Other (free text)
193640,1,Food - human
193640,13,"Pets/display animals, horticulture"
193657,13,"Pets/display animals, horticulture"
35815,6,Other chemicals
195663,1,Food - human
199118,1,Food - human
170311,1,Food - human
170313,1,Food - human
170316,1,Food - human
170328,1,Food - human
170329,1,Food - human
170336,2,Food - animal
170336,1,Food - human
170344,1,Food - human
170355,1,Food - human
155096,1,Food - human
170307,1,Food - human
170331,1,Food - human
170340,1,Food - human
170345,2,Food - animal
170345,1,Food - human
170349,1,Food - human
170357,1,Food - human
60320,1,Food - human
60628,1,Food - human
60628,15,Sport hunting/specimen collecting
60634,1,Food - human
60634,15,Sport hunting/specimen collecting
60746,1,Food - human
60756,1,Food - human
61289,1,Food - human
61292,1,Food - human
54707,13,"Pets/display animals, horticulture"
54707,1,Food - human
54707,3,Medicine - human & veterinary
58301,1,Food - human
58301,14,Research
182912,1,Food - human
182912,2,Food - animal
185644,1,Food - human
185644,13,"Pets/display animals, horticulture"
53796912,2,Food - animal
53797196,1,Food - human
53797196,13,"Pets/display animals, horticulture"
55326010,1,Food - human
55326010,2,Food - animal
170333,15,Sport hunting/specimen collecting
122057141,15,Sport hunting/specimen collecting
122057344,15,Sport hunting/specimen collecting
122062389,15,Sport hunting/specimen collecting
122549759,15,Sport hunting/specimen collecting
230026276,1,Food - human
60318,1,Food - human
170306,1,Food - human
170315,1,Food - human
170319,1,Food - human
170326,1,Food - human
170342,1,Food - human
209667886,3,Medicine - human & veterinary
58489,1,Food - human
59557,13,"Pets/display animals, horticulture"
22696558,1,Food - human
22728245,1,Food - human
22678896,1,Food - human
219416383,13,"Pets/display animals, horticulture"
219673874,13,"Pets/display animals, horticulture"
220970396,1,Food - human
220970396,12,"Handicrafts, jewellery, etc."
22690164,13,"Pets/display animals, horticulture"
22696373,13,"Pets/display animals, horticulture"
22694852,13,"Pets/display animals, horticulture"
22694852,1,Food - human
82031633,1,Food - human
22693780,1,Food - human
22693780,15,Sport hunting/specimen collecting
22688493,3,Medicine - human & veterinary
22688493,1,Food - human
22682931,1,Food - human
13653,7,Fuels
13653,8,Fibre
13653,1,Food - human
13653,3,Medicine - human & veterinary
57442,13,"Pets/display animals, horticulture"
112169507,16,Establishing ex-situ production *
112169507,13,"Pets/display animals, horticulture"
112169507,14,Research
112169507,1,Food - human
61957194,7,Fuels
61957194,9,Construction or structural materials
61957194,11,Other household goods
61957194,13,"Pets/display animals, horticulture"
129271967,13,"Pets/display animals, horticulture"
204681388,3,Medicine - human & veterinary
68933833,16,Establishing ex-situ production *
68933833,10,"Wearing apparel, accessories"
68933833,15,Sport hunting/specimen collecting
68933833,3,Medicine - human & veterinary
68933833,12,"Handicrafts, jewellery, etc."
32233,9,Construction or structural materials
32233,4,Poisons
32233,3,Medicine - human & veterinary
32233,7,Fuels
129272325,17,Other (free text)
173466360,7,Fuels
173466360,9,Construction or structural materials
173466360,3,Medicine - human & veterinary
209851543,13,"Pets/display animals, horticulture"
209852385,1,Food - human
215411359,12,"Handicrafts, jewellery, etc."
215411359,2,Food - animal
231497907,12,"Handicrafts, jewellery, etc."
133045416,12,"Handicrafts, jewellery, etc."
156850117,3,Medicine - human & veterinary
62950,1,Food - human
62950,2,Food - animal
62950,3,Medicine - human & veterinary
62950,7,Fuels
199034820,7,Fuels
220985200,3,Medicine - human & veterinary
128659470,9,Construction or structural materials
19289281,1,Food - human
19289281,2,Food - animal
19289281,3,Medicine - human & veterinary
19289281,7,Fuels
19289281,9,Construction or structural materials
50737910,9,Construction or structural materials
62021820,3,Medicine - human & veterinary
62021820,5,Manufacturing chemicals
62021820,9,Construction or structural materials
62021820,2,Food - animal
62021820,4,Poisons
62021820,13,"Pets/display animals, horticulture"
30362,13,"Pets/display animals, horticulture"
34934,3,Medicine - human & veterinary
34934,13,"Pets/display animals, horticulture"
218071681,1,Food - human
218071681,11,Other household goods
218071681,3,Medicine - human & veterinary
218071681,7,Fuels
218071681,9,Construction or structural materials
220978750,9,Construction or structural materials
69292069,9,Construction or structural materials
223167967,2,Food - animal
223167967,6,Other chemicals
223167967,7,Fuels
223202676,13,"Pets/display animals, horticulture"
32232,9,Construction or structural materials
32232,3,Medicine - human & veterinary
69291988,9,Construction or structural materials
69291988,1,Food - human
34838,9,Construction or structural materials
111452869,11,Other household goods
111452869,13,"Pets/display animals, horticulture"
111452869,8,Fibre
111452869,9,Construction or structural materials
111452869,1,Food - human
204798114,1,Food - human
204798114,3,Medicine - human & veterinary
204798114,2,Food - animal
204681205,2,Food - animal
208982051,3,Medicine - human & veterinary
209851591,9,Construction or structural materials
30400,1,Food - human
30400,13,"Pets/display animals, horticulture"
220978367,9,Construction or structural materials
209003114,1,Food - human
68002604,18,Unknown
129270348,7,Fuels
129270980,8,Fibre
19892105,13,"Pets/display animals, horticulture"
198161209,6,Other chemicals
208430137,1,Food - human
208430137,3,Medicine - human & veterinary
210902648,13,"Pets/display animals, horticulture"
219405285,3,Medicine - human & veterinary
244586146,9,Construction or structural materials
99012030,13,"Pets/display animals, horticulture"
99012030,3,Medicine - human & veterinary
99012030,4,Poisons
99012030,7,Fuels
137815325,9,Construction or structural materials
164473,13,"Pets/display animals, horticulture"
164473,11,Other household goods
164473,2,Food - animal
164473,3,Medicine - human & veterinary
164473,9,Construction or structural materials
32879,1,Food - human
146405303,13,"Pets/display animals, horticulture"
146405303,3,Medicine - human & veterinary
146405303,7,Fuels
34950,7,Fuels
207798329,8,Fibre
220978821,9,Construction or structural materials
223060371,9,Construction or structural materials
122548659,15,Sport hunting/specimen collecting
129271999,13,"Pets/display animals, horticulture"
137815369,9,Construction or structural materials
200688328,17,Other (free text)
210910011,13,"Pets/display animals, horticulture"
64594031,9,Construction or structural materials
220978896,9,Construction or structural materials
220985100,3,Medicine - human & veterinary
128658637,9,Construction or structural materials
128658637,1,Food - human
173733,1,Food - human
173733,11,Other household goods
173733,3,Medicine - human & veterinary
137815385,9,Construction or structural materials
156853669,6,Other chemicals
156853669,13,"Pets/display animals, horticulture"
204714332,3,Medicine - human & veterinary
208893926,12,"Handicrafts, jewellery, etc."
208893926,2,Food - animal
210908791,7,Fuels
210908791,3,Medicine - human & veterinary
210908791,9,Construction or structural materials
220978575,9,Construction or structural materials
226347907,11,Other household goods
79058140,3,Medicine - human & veterinary
79058140,8,Fibre
79058140,9,Construction or structural materials
63923023,13,"Pets/display animals, horticulture"
63923023,2,Food - animal
63923023,4,Poisons
45879,3,Medicine - human & veterinary
129271477,3,Medicine - human & veterinary
156851571,3,Medicine - human & veterinary
173140885,13,"Pets/display animals, horticulture"
173140885,1,Food - human
216728456,3,Medicine - human & veterinary
216728456,7,Fuels
216728456,9,Construction or structural materials
216728456,11,Other household goods
219403817,1,Food - human
215416011,13,"Pets/display animals, horticulture"
173965,1,Food - human
173965,3,Medicine - human & veterinary
146287472,13,"Pets/display animals, horticulture"
146287472,3,Medicine - human & veterinary
146287472,9,Construction or structural materials
210909122,3,Medicine - human & veterinary
210909122,9,Construction or structural materials
210909122,11,Other household goods
36219,9,Construction or structural materials
36219,17,Other (free text)
67556886,9,Construction or structural materials
122549823,15,Sport hunting/specimen collecting
129272430,6,Other chemicals
19892504,13,"Pets/display animals, horticulture"
203730712,3,Medicine - human & veterinary
209386113,11,Other household goods
209386113,13,"Pets/display animals, horticulture"
209386113,3,Medicine - human & veterinary
30346,13,"Pets/display animals, horticulture"
30343,3,Medicine - human & veterinary
34941,13,"Pets/display animals, horticulture"
34941,4,Poisons
34941,7,Fuels
34941,9,Construction or structural materials
220971256,3,Medicine - human & veterinary
33904,11,Other household goods
33904,12,"Handicrafts, jewellery, etc."
33904,9,Construction or structural materials
173976,1,Food - human
210903584,11,Other household goods
210903584,7,Fuels
210903584,9,Construction or structural materials
220978725,9,Construction or structural materials
156864930,6,Other chemicals
204799548,3,Medicine - human & veterinary
204799548,9,Construction or structural materials
208899704,2,Food - animal
208899704,7,Fuels
33908,9,Construction or structural materials
33908,3,Medicine - human & veterinary
33908,7,Fuels
33908,13,"Pets/display animals, horticulture"
218071229,7,Fuels
218071229,8,Fibre
220978752,1,Food - human
231838595,1,Food - human
231838595,8,Fibre
137815095,9,Construction or structural materials
37883,13,"Pets/display animals, horticulture"
37883,3,Medicine - human & veterinary
37883,7,Fuels
37883,9,Construction or structural materials
204813951,3,Medicine - human & veterinary
209837809,13,"Pets/display animals, horticulture"
218071160,3,Medicine - human & veterinary
218071160,4,Poisons
220978922,9,Construction or structural materials
173421,1,Food - human
173421,11,Other household goods
19891869,9,Construction or structural materials
19891869,11,Other household goods
176861704,2,Food - animal
176861704,1,Food - human
176861704,7,Fuels
176861704,9,Construction or structural materials
176861704,3,Medicine - human & veterinary
204670815,3,Medicine - human & veterinary
204716283,2,Food - animal
204716283,3,Medicine - human & veterinary
34931,13,"Pets/display animals, horticulture"
34935,13,"Pets/display animals, horticulture"
46496,9,Construction or structural materials
46496,3,Medicine - human & veterinary
61799648,9,Construction or structural materials
110784747,13,"Pets/display animals, horticulture"
39010,3,Medicine - human & veterinary
39010,12,"Handicrafts, jewellery, etc."
39010,8,Fibre
39010,9,Construction or structural materials
156851645,3,Medicine - human & veterinary
208432422,3,Medicine - human & veterinary
208432422,4,Poisons
208432422,8,Fibre
199203940,7,Fuels
199203940,9,Construction or structural materials
30342,3,Medicine - human & veterinary
30342,13,"Pets/display animals, horticulture"
231838538,1,Food - human
231838538,3,Medicine - human & veterinary
231838538,7,Fuels
206406144,13,"Pets/display animals, horticulture"
206406144,3,Medicine - human & veterinary
41939,13,"Pets/display animals, horticulture"
41939,3,Medicine - human & veterinary
41908,13,"Pets/display animals, horticulture"
41908,3,Medicine - human & veterinary
41912,16,Establishing ex-situ production *
41912,13,"Pets/display animals, horticulture"
41901,13,"Pets/display animals, horticulture"
41942,13,"Pets/display animals, horticulture"
41942,16,Establishing ex-situ production *
41888,13,"Pets/display animals, horticulture"
41919,16,Establishing ex-situ production *
41919,13,"Pets/display animals, horticulture"
41919,1,Food - human
41937,13,"Pets/display animals, horticulture"
41937,3,Medicine - human & veterinary
41896,16,Establishing ex-situ production *
41896,13,"Pets/display animals, horticulture"
41921,16,Establishing ex-situ production *
41921,13,"Pets/display animals, horticulture"
41925,13,"Pets/display animals, horticulture"
41765,16,Establishing ex-situ production *
41765,13,"Pets/display animals, horticulture"
41900,16,Establishing ex-situ production *
41900,13,"Pets/display animals, horticulture"
41900,3,Medicine - human & veterinary
41910,16,Establishing ex-situ production *
41910,13,"Pets/display animals, horticulture"
41882,13,"Pets/display animals, horticulture"
41929,13,"Pets/display animals, horticulture"
41929,16,Establishing ex-situ production *
41883,16,Establishing ex-situ production *
41883,13,"Pets/display animals, horticulture"
41903,13,"Pets/display animals, horticulture"
41903,11,Other household goods
41886,16,Establishing ex-situ production *
41886,13,"Pets/display animals, horticulture"
41930,13,"Pets/display animals, horticulture"
41930,16,Establishing ex-situ production *
41930,3,Medicine - human & veterinary
41916,16,Establishing ex-situ production *
41916,13,"Pets/display animals, horticulture"
41891,13,"Pets/display animals, horticulture"
41891,3,Medicine - human & veterinary
41907,13,"Pets/display animals, horticulture"
41936,13,"Pets/display animals, horticulture"
41894,16,Establishing ex-situ production *
41894,13,"Pets/display animals, horticulture"
41922,16,Establishing ex-situ production *
41922,13,"Pets/display animals, horticulture"
41764,16,Establishing ex-situ production *
41764,13,"Pets/display animals, horticulture"
41927,13,"Pets/display animals, horticulture"
41927,16,Establishing ex-situ production *
209838566,3,Medicine - human & veterinary
209838566,4,Poisons
209838566,13,"Pets/display animals, horticulture"
220999544,17,Other (free text)
41909,16,Establishing ex-situ production *
41909,13,"Pets/display animals, horticulture"
41902,16,Establishing ex-situ production *
41902,13,"Pets/display animals, horticulture"
41917,16,Establishing ex-situ production *
41917,13,"Pets/display animals, horticulture"
41933,16,Establishing ex-situ production *
41933,13,"Pets/display animals, horticulture"
41892,16,Establishing ex-situ production *
41892,13,"Pets/display animals, horticulture"
41934,16,Establishing ex-situ production *
41934,13,"Pets/display animals, horticulture"
41934,3,Medicine - human & veterinary
41920,16,Establishing ex-situ production *
41920,13,"Pets/display animals, horticulture"
41938,16,Establishing ex-situ production *
41938,13,"Pets/display animals, horticulture"
41926,13,"Pets/display animals, horticulture"
41926,16,Establishing ex-situ production *
122549333,15,Sport hunting/specimen collecting
170348,1,Food - human
170358,1,Food - human
15568,15,Sport hunting/specimen collecting
22680380,13,"Pets/display animals, horticulture"
22680380,1,Food - human
50737930,11,Other household goods
50737930,7,Fuels
50737930,9,Construction or structural materials
146300946,13,"Pets/display animals, horticulture"
166975,16,Establishing ex-situ production *
166975,1,Food - human
17027,1,Food - human
172034623,13,"Pets/display animals, horticulture"
205716387,13,"Pets/display animals, horticulture"
210908718,9,Construction or structural materials
210909249,4,Poisons
220983552,3,Medicine - human & veterinary
19892212,2,Food - animal
19892212,13,"Pets/display animals, horticulture"
19892212,3,Medicine - human & veterinary
200533611,1,Food - human
200533611,11,Other household goods
200533611,12,"Handicrafts, jewellery, etc."
200533611,6,Other chemicals
200533611,8,Fibre
200533611,2,Food - animal
200533611,3,Medicine - human & veterinary
208990670,9,Construction or structural materials
39058,3,Medicine - human & veterinary
216661018,2,Food - animal
218071307,1,Food - human
46477,9,Construction or structural materials
46477,17,Other (free text)
33549,9,Construction or structural materials
65523543,9,Construction or structural materials
65523543,1,Food - human
65523543,3,Medicine - human & veterinary
65523543,7,Fuels
220978655,9,Construction or structural materials
215415560,3,Medicine - human & veterinary
215415560,7,Fuels
215415560,9,Construction or structural materials
41884,13,"Pets/display animals, horticulture"
41884,3,Medicine - human & veterinary
41904,16,Establishing ex-situ production *
41904,13,"Pets/display animals, horticulture"
41947,16,Establishing ex-situ production *
41947,13,"Pets/display animals, horticulture"
30364,1,Food - human
30364,3,Medicine - human & veterinary
